start_time,end_time,text,speaker
00:00:00.000,00:00:02.260,the same images that haven't been cropped yet.,UNKNOWN
00:00:02.260,00:00:03.260,Yeah.,UNKNOWN
00:00:03.260,00:00:04.259,Right.,UNKNOWN
00:00:04.259,00:00:05.259,"And in doing that, right.",UNKNOWN
00:00:05.259,00:00:06.259,Yeah.,UNKNOWN
00:00:06.259,00:00:07.259,Okay.,UNKNOWN
00:00:07.259,00:00:12.179,"Was able to see my guy's new person, but I was also like in the new saved images directory,",UNKNOWN
00:00:12.179,00:00:13.939,but was able to see me now.,UNKNOWN
00:00:13.939,00:00:16.500,Was able to see this person I've identified before.,UNKNOWN
00:00:16.500,00:00:23.300,"So if there's, if you have this primary tag and it's only always going to find you.",UNKNOWN
00:00:23.300,00:00:24.300,Yeah.,UNKNOWN
00:00:24.300,00:00:25.300,It's only going to find one.,UNKNOWN
00:00:25.300,00:00:26.300,Yeah.,UNKNOWN
00:00:26.300,00:00:28.500,Maybe that would already solve the problem.,UNKNOWN
00:00:28.500,00:00:29.500,Maybe.,UNKNOWN
00:00:29.500,00:00:30.500,I'm just trying to find one.,UNKNOWN
00:00:30.500,00:00:31.500,Yeah.,UNKNOWN
00:00:31.500,00:00:33.500,And so this has to be there for <ANON>.,UNKNOWN
00:00:33.500,00:00:34.500,"Oh, another shoot.",UNKNOWN
00:00:34.500,00:00:39.700,"The one you do is like, every shoot is like, just my main brands, like the main function",UNKNOWN
00:00:39.700,00:00:40.700,in my branch.,UNKNOWN
00:00:40.700,00:00:43.500,It's like the camera was taken on the show.,UNKNOWN
00:00:43.500,00:00:45.299,The camera was taken on the initial tab.,UNKNOWN
00:00:45.299,00:00:47.299,They turned out to be sector.,UNKNOWN
00:00:47.299,00:00:48.299,Okay.,UNKNOWN
00:00:48.299,00:00:49.299,Okay.,UNKNOWN
00:00:49.299,00:00:51.299,"So like, how to source images or source images?",UNKNOWN
00:00:51.299,00:00:53.100,Are you going to go to <ANON>?,UNKNOWN
00:00:53.100,00:00:54.100,Yeah.,UNKNOWN
00:00:54.100,00:00:55.100,Okay.,UNKNOWN
00:00:55.100,00:00:56.100,"Oh, wait.",UNKNOWN
00:00:56.100,00:00:57.100,"Oh, so.",UNKNOWN
00:00:57.100,00:00:58.100,Oh.,UNKNOWN
00:00:58.100,00:01:03.100,"So, so they take the initial snapshot with marker, right?",UNKNOWN
00:01:03.100,00:01:07.099,The one that used that same snapshot as like the other two snapshots.,UNKNOWN
00:01:07.099,00:01:09.099,It's not normally right.,UNKNOWN
00:01:09.099,00:01:10.099,The way you should work on the elite.,UNKNOWN
00:01:10.099,00:01:12.099,"You take the marker, put it down.",UNKNOWN
00:01:12.099,00:01:13.099,It runs again.,UNKNOWN
00:01:13.099,00:01:14.099,Look at the marker.,UNKNOWN
00:01:14.099,00:01:15.099,You put the marker up in the future.,UNKNOWN
00:01:15.099,00:01:18.099,We'll just use my same image to take the image.,UNKNOWN
00:01:18.099,00:01:20.099,As like the other two.,UNKNOWN
00:01:20.099,00:01:22.099,"Well, somebody got like one particular run.",UNKNOWN
00:01:22.099,00:01:23.099,Another two snapshots.,UNKNOWN
00:01:23.099,00:01:25.099,"So it's like, like, same age.",UNKNOWN
00:01:25.099,00:01:26.099,Yeah.,UNKNOWN
00:01:26.099,00:01:28.099,"So, like, I'm not like, like, like, like, like, we track this thing.",UNKNOWN
00:01:28.099,00:01:29.099,Okay.,UNKNOWN
00:01:29.099,00:01:30.099,"This is, this is because it's a bit of a big break.",UNKNOWN
00:01:30.099,00:01:32.099,Was it going to be a one run in particular?,UNKNOWN
00:01:32.099,00:01:33.099,Yeah.,UNKNOWN
00:01:33.099,00:01:35.099,"We're, we're like, dodged out of the camera.",UNKNOWN
00:01:35.099,00:01:36.099,Yeah.,UNKNOWN
00:01:36.099,00:01:40.099,"And it was like, it was like, yeah, it was like, it was like, person, not, like, picked",UNKNOWN
00:01:40.099,00:01:43.099,"away, picked away, picked away, picked away, picked away, picked away.",UNKNOWN
00:01:43.099,00:01:44.099,"Oh, okay.",UNKNOWN
00:01:44.099,00:01:45.099,"So they would get that, like, done.",UNKNOWN
00:01:45.099,00:01:47.099,"But I don't know, I'll try, I'll try to fix the main before I'm looking.",UNKNOWN
00:01:47.099,00:01:48.099,I don't know why I saw working on mine.,UNKNOWN
00:01:48.099,00:01:49.099,But apparently it's working on hers.,UNKNOWN
00:01:49.099,00:01:50.099,"Oh, right now you couldn't run me.",UNKNOWN
00:01:50.099,00:01:51.099,You just ran your function?,UNKNOWN
00:01:51.099,00:01:52.099,"No, no, no, no.",UNKNOWN
00:01:52.099,00:01:56.099,"I'm trying to, I'm trying to, like, fix, like, how, like, like, the camera was, like, tracking",UNKNOWN
00:01:56.099,00:01:57.099,the marker right on mine.,UNKNOWN
00:01:57.099,00:01:58.099,Yeah.,UNKNOWN
00:01:58.099,00:02:00.099,"It's like, I was like, oh, just pull from my cell and do that after.",UNKNOWN
00:02:00.099,00:02:01.099,Okay.,UNKNOWN
00:02:01.099,00:02:04.099,"Yeah, yeah, cause, oh, that was, that was, that was, that was, that was, yeah.",UNKNOWN
00:02:04.099,00:02:09.099,"Yeah, that was, that was, marker thing is, like, um, a lot more, a lot more, a lot more.",UNKNOWN
00:02:09.099,00:02:10.099,Yeah.,UNKNOWN
00:02:10.099,00:02:11.099,Okay.,UNKNOWN
00:02:11.099,00:02:13.099,"So, I just pull this, pull from there and then go from there.",UNKNOWN
00:02:17.099,00:02:18.099,That might be later.,UNKNOWN
00:02:18.099,00:02:20.099,"Look, I can't, like, I'll do some studying before.",UNKNOWN
00:02:21.099,00:02:22.099,I'm not going to do that.,UNKNOWN
00:02:22.099,00:02:23.099,"No, that's fair.",UNKNOWN
00:02:23.099,00:02:25.099,"Bro, has it been <ANON>?",UNKNOWN
00:02:25.099,00:02:27.099,"Am I, am I tripping?",UNKNOWN
00:02:27.099,00:02:30.099,"Hello, uh, IV, IV, CBR.",UNKNOWN
00:02:30.099,00:02:39.099,"I think the <ANON>, like, protesting is really long.",UNKNOWN
00:02:39.099,00:02:44.099,"Maybe I should just, for, for, for protesting, make this, like, <ANON>.",UNKNOWN
00:02:44.099,00:02:46.099,"Bro, I'm really sad.",UNKNOWN
00:02:46.099,00:02:47.099,"Like, I deleted.",UNKNOWN
00:02:47.099,00:02:50.099,"I, I, I, I, it's obviously it was bound to happen.",UNKNOWN
00:02:50.099,00:02:54.099,"But I had this dramatic filtering, whatever, it's not, we're not using them.",UNKNOWN
00:02:54.099,00:02:55.099,So I deleted that.,UNKNOWN
00:02:55.099,00:02:59.099,"And then audio trimming, I deleted that cause I added it in your record audio.",UNKNOWN
00:02:59.099,00:03:00.099,"Like, your, your...",UNKNOWN
