start_time,end_time,text,speaker
00:00:00.000,00:00:02.000,There we go.,UNKNOWN
00:00:02.000,00:00:04.000,Okay.,UNKNOWN
00:00:04.000,00:00:05.000,Okay.,UNKNOWN
00:00:05.000,00:00:06.000,Send number one.,UNKNOWN
00:00:06.000,00:00:07.000,Send number one.,UNKNOWN
00:00:07.000,00:00:09.000,"Well, now we have to cut it.",UNKNOWN
00:00:09.000,00:00:10.000,Do we want to do it?,UNKNOWN
00:00:10.000,00:00:11.000,Do we want to do it?,UNKNOWN
00:00:11.000,00:00:12.000,There's one in here.,UNKNOWN
00:00:12.000,00:00:13.000,The other term separate.,UNKNOWN
00:00:13.000,00:00:14.000,Yes.,UNKNOWN
00:00:14.000,00:00:15.000,We need to be separate.,UNKNOWN
00:00:15.000,00:00:16.000,Okay.,UNKNOWN
00:00:16.000,00:00:17.000,I'm just going to mount this under.,UNKNOWN
00:00:17.000,00:00:18.000,Yeah.,UNKNOWN
00:00:18.000,00:00:21.000,Because we're going to do it again with you guys.,UNKNOWN
00:00:21.000,00:00:22.000,They can drink coffee.,UNKNOWN
00:00:22.000,00:00:23.000,"Yeah, sure.",UNKNOWN
00:00:23.000,00:00:24.000,Okay.,UNKNOWN
00:00:24.000,00:00:25.000,I'm going to give you guys this scenario.,UNKNOWN
00:00:25.000,00:00:27.000,Sounds good.,UNKNOWN
00:00:27.000,00:00:34.000,So the setting is that you're in the emergency area of community hospital that has surgical,UNKNOWN
00:00:34.000,00:00:42.000,"capabilities, portable X-ray, bedside ultrasound and a blood bank with all blood components available.",UNKNOWN
00:00:42.000,00:00:47.000,The nearest referral center to you is 70 kilometers away.,UNKNOWN
00:00:47.000,00:00:51.000,Ground and air transports are available.,UNKNOWN
00:00:51.000,00:00:52.000,We have two physicians.,UNKNOWN
00:00:52.000,00:00:56.000,We have a nurse and a respiratory therapist.,UNKNOWN
00:00:56.000,00:01:01.000,"There are general surgeon and anesthesiologist that are available in your community, but they're",UNKNOWN
00:01:01.000,00:01:03.000,15 minutes away.,UNKNOWN
00:01:03.000,00:01:06.000,So here's the background of the case.,UNKNOWN
00:01:06.000,00:01:13.000,We have a 35-year-old male who sustained a knife injury to the left chest in a reported domestic,UNKNOWN
00:01:13.000,00:01:17.000,dispute five minutes prior to the ambulance arrival.,UNKNOWN
00:01:17.000,00:01:22.000,There is a two centimeter sucking stab wound that is present in the left.,UNKNOWN
00:01:22.000,00:01:28.000,There are intercoxal space just in the two roots and the vestular line.,UNKNOWN
00:01:28.000,00:01:32.000,The initial biolster in transport are ED or 40.,UNKNOWN
00:01:32.000,00:01:34.000,Our rate of 140.,UNKNOWN
00:01:34.000,00:01:39.000,The respiratory is 32 and Spo2 is 80%.,UNKNOWN
00:01:39.000,00:01:41.000,The guy's dressing has been applied to the wound.,UNKNOWN
00:01:41.000,00:01:46.000,Supplemental oxygen has been applied at 12 minutes per minute.,UNKNOWN
00:01:46.000,00:01:48.000,Okay.,UNKNOWN
00:01:48.000,00:01:49.000,Go ahead.,UNKNOWN
00:01:49.000,00:01:50.000,Okay.,UNKNOWN
00:01:50.000,00:01:53.000,I can do a TTO.,UNKNOWN
00:01:53.000,00:01:54.000,I can do a TTO.,UNKNOWN
00:01:54.000,00:01:56.000,I'll do a primary and secondary.,UNKNOWN
00:01:56.000,00:01:57.000,Okay.,UNKNOWN
00:01:57.000,00:01:58.000,Okay.,UNKNOWN
00:01:58.000,00:02:04.000,"Hello, Mr. Chow and Zo.",UNKNOWN
00:02:04.000,00:02:06.000,We're just going to do a quick assessment.,UNKNOWN
00:02:06.000,00:02:10.000,We can get them up on the monitor so I can see that his heart rate is elevated.,UNKNOWN
00:02:10.000,00:02:11.000,It's tacky.,UNKNOWN
00:02:11.000,00:02:13.000,His Spo2 is 80%.,UNKNOWN
00:02:13.000,00:02:15.000,Let's try and optimize that if you can.,UNKNOWN
00:02:15.000,00:02:19.000,"So turning up his oxygen, making sure he's protecting his airway.",UNKNOWN
00:02:19.000,00:02:20.000,"Hello, sir.",UNKNOWN
00:02:20.000,00:02:21.000,Can you hear me?,UNKNOWN
00:02:21.000,00:02:22.000,Does this matter?,UNKNOWN
00:02:22.000,00:02:23.000,I think I've much guy.,UNKNOWN
00:02:23.000,00:02:24.000,I understand me.,UNKNOWN
00:02:24.000,00:02:25.000,Okay.,UNKNOWN
00:02:25.000,00:02:29.000,So his airways patent he's talking.,UNKNOWN
00:02:29.000,00:02:34.000,Do you guys think you can start establishing some IV access?,UNKNOWN
00:02:34.000,00:02:35.000,Sure.,UNKNOWN
00:02:35.000,00:02:36.000,So two large 4AVs?,UNKNOWN
00:02:36.000,00:02:37.000,I can't breathe.,UNKNOWN
