start_time,end_time,text,speaker
00:00:00.000,00:00:01.000,Okay.,UNKNOWN
00:00:01.000,00:00:02.000,Okay.,UNKNOWN
00:00:02.000,00:00:03.000,Yeah.,UNKNOWN
00:00:03.000,00:00:07.000,The Japanese world goes.,UNKNOWN
00:00:07.000,00:00:08.000,The Japanese.,UNKNOWN
00:00:08.000,00:00:09.000,Yeah.,UNKNOWN
00:00:09.000,00:00:10.000,Okay.,UNKNOWN
00:00:40.880,00:00:42.179,So let's go deeper.,UNKNOWN
00:00:42.600,00:00:43.600,Yes.,UNKNOWN
00:00:49.600,00:00:51.920,If you have a head mount too.,UNKNOWN
00:00:52.320,00:00:55.079,Here is a web ale.,UNKNOWN
00:00:55.079,00:00:55.899,ute,UNKNOWN
00:00:55.899,00:00:56.600,is,UNKNOWN
00:00:56.600,00:00:59.840,K wanna,UNKNOWN
00:00:59.840,00:01:03.900,be,UNKNOWN
00:01:04.480,00:01:08.319,since,UNKNOWN
00:01:08.319,00:01:10.359,"I'm not taking adult to normally have to,",UNKNOWN
00:01:10.359,00:01:12.959,but at the same time it's part of your process.,UNKNOWN
00:01:12.959,00:01:14.199,Hi.,UNKNOWN
00:01:14.199,00:01:15.199,How are you?,UNKNOWN
00:01:15.199,00:01:16.599,I'm so excited.,UNKNOWN
00:01:16.599,00:01:17.599,I'm good.,UNKNOWN
00:01:17.599,00:01:18.759,They did.,UNKNOWN
00:01:18.759,00:01:20.759,Is your nose?,UNKNOWN
00:01:20.759,00:01:21.599,Yep.,UNKNOWN
00:01:21.599,00:01:23.319,Your whole second.,UNKNOWN
00:01:23.319,00:01:25.319,OK.,UNKNOWN
00:01:25.319,00:01:28.599,"You, the other one.",UNKNOWN
00:01:28.599,00:01:29.399,What did I have?,UNKNOWN
00:01:29.399,00:01:31.879,"Just before we go, we will see you next week.",UNKNOWN
00:01:31.879,00:01:32.239,No.,UNKNOWN
00:01:32.239,00:01:34.199,So I'll just set the stage because we're just,UNKNOWN
00:01:34.199,00:01:36.000,talking with this on this.,UNKNOWN
00:01:36.000,00:01:39.159,"There is no assessment of your clinical practice,",UNKNOWN
00:01:39.159,00:01:40.920,"or if you wanted to like, t a session,",UNKNOWN
00:01:40.920,00:01:42.239,"or you're like, wait, what?",UNKNOWN
00:01:42.239,00:01:43.439,"Or you need to kind of call out,",UNKNOWN
00:01:43.439,00:01:45.960,"and you're like, I didn't hear that or something like that.",UNKNOWN
00:01:45.960,00:01:47.920,That is totally appropriate.,UNKNOWN
00:01:47.920,00:01:49.599,"Like, there is no assessment of you,",UNKNOWN
00:01:49.599,00:01:51.640,"or no one's going to be like, did you do this?",UNKNOWN
00:01:51.640,00:01:53.039,Or did you forget to start that?,UNKNOWN
00:01:53.039,00:01:55.319,Or did you not see this queue?,UNKNOWN
00:01:55.319,00:01:58.079,No one's looking at any of that from the data analysis.,UNKNOWN
00:01:58.079,00:01:59.879,And they're all trying to be great nurses.,UNKNOWN
00:01:59.879,00:02:01.480,"Speaking of thought, what I'm doing,",UNKNOWN
00:02:01.480,00:02:02.719,while you get yourself.,UNKNOWN
00:02:02.719,00:02:03.519,Sure.,UNKNOWN
00:02:03.519,00:02:04.960,"Yeah, it's just for fun.",UNKNOWN
00:02:04.960,00:02:05.799,"Yeah, like, there's.",UNKNOWN
00:02:06.640,00:02:08.359,"Truly, there's no even learning objectives",UNKNOWN
00:02:08.359,00:02:10.840,"affiliated with the course, or printed with the course",UNKNOWN
00:02:10.840,00:02:11.759,with the sentence.,UNKNOWN
00:02:11.759,00:02:14.359,What did data use just for?,UNKNOWN
00:02:14.359,00:02:16.199,"Well, it's, it's not even me.",UNKNOWN
00:02:16.199,00:02:17.359,I'm just that minion.,UNKNOWN
00:02:17.359,00:02:20.639,But they're looking at audio reporting.,UNKNOWN
00:02:20.639,00:02:21.800,They're going to correct me if I get around.,UNKNOWN
00:02:21.800,00:02:24.960,"They're looking at audio files, because I'm not an engineer.",UNKNOWN
00:02:24.960,00:02:27.960,"They're looking at audio files, and then looking at correlating",UNKNOWN
00:02:27.960,00:02:30.919,"so that instead of teams having to give report,",UNKNOWN
00:02:30.919,00:02:33.599,they can generate a report from the audio file.,UNKNOWN
00:02:33.599,00:02:36.159,"So almost like, imagine those cameras that, like,",UNKNOWN
00:02:36.159,00:02:36.680,the police.,UNKNOWN
00:02:36.680,00:02:39.400,"Long enforcement officers had similar to that,",UNKNOWN
00:02:39.400,00:02:40.799,"so that then instead of you having to say,",UNKNOWN
00:02:40.799,00:02:42.319,"and write out your report hours now,",UNKNOWN
00:02:42.319,00:02:44.479,"and give, like, this quickly system something.",UNKNOWN
00:02:44.479,00:02:46.759,So they truly don't really care.,UNKNOWN
00:02:46.759,00:02:48.400,They care.,UNKNOWN
00:02:48.400,00:02:49.479,Can you guys write?,UNKNOWN
00:02:49.479,00:02:51.680,Thank you to the scenario.,UNKNOWN
00:02:51.680,00:02:56.159,So you're at a community hospital without surgical services.,UNKNOWN
00:02:56.159,00:03:00.079,"You have access to portable x-rays, bedside ultrasound.",UNKNOWN
00:03:00.080,00:03:05.320,CT images and results will take 60 minutes to obtain.,UNKNOWN
00:03:05.320,00:03:08.080,There are four units of O-Nagida blood.,UNKNOWN
00:03:08.080,00:03:11.439,And two units have frozen plasma available to you.,UNKNOWN
00:03:11.439,00:03:15.880,The plasma will take 30 minutes to thaw and arrive.,UNKNOWN
00:03:15.880,00:03:20.280,The nearest referral center is 50 kilometers away.,UNKNOWN
00:03:20.280,00:03:24.640,Ground and air transport is available.,UNKNOWN
00:03:24.640,00:03:28.480,So the paramount explanation in the industry,UNKNOWN
